PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
213329518,19207431,10,2019-10-11T14:03:00,"800 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,HARRASSMENT,2709(a) Harassment.,1918,4,5,-80.0201234537695,40.3935764360233
213336381,19208237,27,2019-10-12T14:00:00,"800 Block Spring Garden Ave Pittsburgh, PA 15212",N,East Allegheny,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2304,1,1,-79.997742583609,40.4573850268306
213339119,19206718,27,2019-10-10T16:13:00,"Chestnut St & Tripoli St Pittsburgh, PA 15212",N,East Allegheny,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2304,1,1,-79.9951948225126,40.4570506689807
213341424,19208286,5,2019-10-11T18:00:00,"1000 Block Uvilla St Pittsburgh, PA 15220",N,Elliott,6,BURGLARY,3502 Burglary.,2020,2,5,-80.0383022479248,40.4455761741809
213345786,19208427,10,2019-10-12T19:45:00,"300 Block Oregon St Pittsburgh, PA 15204",Y,Esplen,6,SIMPLE ASSAULT,2701 Simple Assault. / 9501 Bench Warrant,2017,2,5,-80.0533786224873,40.4615948259028
213361994,19208937,27,2019-10-12T16:05:00,"100 Block S 15th St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,3,3,-79.9834736255513,40.4279527652261
213332263,19208102,99,2019-10-12T10:30:00,"400 Block E Warrington Ave Pittsburgh, PA 15210",N,Beltzhoover,3,FOUND PROPERTY,9489 Found Property,1809,3,5,-80.0000780646194,40.4207390896467
-3319002303,19208240,0,2019-10-12T13:35:00,"200 Block Mc Kee Pl Pittsburgh, PA 15213",N,Central Oakland,4,99,9999 9999 - (Misc. Incident): ,405,3,3,-79.9594184918264,40.4397624058088
213378704,19207958,10,2019-10-12T03:39:00,"900 Block Penn Ave Pittsburgh, PA 15222",Y,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault. / 3304 Criminal Mischief.,201,6,6,-79.9980468769971,40.4436186700538
213442207,19210010,99,2019-10-14T21:17:00,"300 Block E North Ave Pittsburgh, PA 15212",N,Allegheny Center,1,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),2204,,,-79.8427960425285,40.4125315408834
213752848,19212664,0,2019-10-18T13:10:00,"600 Block Commonwealth Pl Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,6,6,-80.0064088164826,40.4417408925392
213085209,19205526,10,2019-10-09T02:42:00,Zone 1,N,,1,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 3124.1 Sexual Assault,,,,,
213107412,19205756,14,2019-10-09T08:36:00,"2000 Block Webster Ave Pittsburgh, PA 15219",N,Middle Hill,2,CRIM MISCHIEF,3304 Criminal Mischief.,501,6,3,-79.981802236329,40.4456914216677
213131235,19205859,10,2019-10-07T00:30:00,"3100 Block Liberty  Ave Pittsburgh, PA 15201",N,Strip District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",203,7,6,-79.970706713169,40.4587868325361
213136367,19205239,99,2019-10-09T00:01:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,PROSTITUTION INVESTIGATION,9126 Prostitution Investigation,2108,6,1,-80.0219684615574,40.4512177173984
213157526,19206111,6,2019-10-07T16:00:00,"S 21st St & Josephine St Pittsburgh, PA 15203",N,South Side Slopes,3,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1608,3,3,-79.9766559468854,40.4249311497932
213157669,19206139,6,2019-10-09T19:30:00,"1600 Block Federal St N Pittsburgh, PA 15212",N,Central North Side,1,THEFT FROM AUTO,3934 Theft from Vehicle,2503,6,1,-80.0085395427356,40.4598722054276
213528598,19210831,4,2019-10-15T21:28:00,"6400 Block Apple Ave E Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,AGG-ASSAULT,2702 Aggravated Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 2706 Terroristic Threats. / 9501 Bench Warrant,1203,,,0,0
213532893,19210865,3,2019-10-15T23:09:00,"2400 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry South,1,ROBBERY,3701 Robbery. / 2705 Recklessly Endangering Another Person. / 5506 Loitering and Prowling at Night,2614,,,0,0
213572580,19211222,0,2019-10-16T13:30:00,"1600 Block Spring Garden Ave Pittsburgh, PA 15212",N,Spring Garden,1,99,9993 PFA Service with Weapons Supplement,2412,1,1,-79.9852949634079,40.466162807489
213665611,19212115,11,2019-10-17T14:00:00,"5900 Block Centre Ave Pittsburgh, PA 15206",N,Shadyside,4,THEFT BY DECEPTION,3922 Theft by Deception.,705,,,0,0
213083122,19205501,10,2019-10-09T01:13:00,"200 Block Sylvania Ave Pittsburgh, PA 15210",N,Beltzhoover,3,SIMPLE ASSAULT,2701 Simple Assault. / 2902 Unlawful Restraint. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1809,3,5,-80.0038075325622,40.4172150673926
213203881,19206526,99,2019-10-10T10:12:00,"200 Block 48th St Pittsburgh, PA 15201",N,Central Lawrenceville,2,ACCIDENTAL FIRE,9018 Accidental Fire,901,,,0,0
213252444,19206938,27,2019-10-10T20:00:00,"8300 Block Frankstown Ave Pittsburgh, PA 15221",N,East Hills,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1306,9,2,-79.8795925978048,40.4551525660807
213341940,19208278,27,2019-10-12T01:45:00,"S 16th Trwy & E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,3,3,-79.9828313417294,40.4288374283505
213535042,19207095,26,2019-10-11T01:51:00,"Washington Blvd & Frankstown Ave Pittsburgh, PA 15208",Y,Homewood West,5,RETALIATION FOR PAST OFF ACTION,4703 Operation of Vehicle without Official Certif. of Inspection / 3743 Accidents Involving Damage to Attended Veh. or Property / 1786 Required Financial Responsibility.,1207,9,2,-79.908043509612,40.4586818050989
213593645,19211415,6,2019-10-16T18:00:00,"6900 Block Hamilton Ave Pittsburgh, PA 15208",N,Homewood West,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1207,9,2,-79.9047251973376,40.4562718127453
213596501,19211459,29,2019-10-16T19:15:00,"100 Block Rochelle Trwy Pittsburgh, PA 15210",N,Knoxville,3,RUNAWAYS - JUVENILE,029 Missing Juvenile,3001,3,5,-79.9881100899007,40.4151750679869
213038389,19205132,14,2019-10-08T15:00:00,"3500 Block California Ave Pittsburgh, PA 15212",N,Brighton Heights,1,CRIM MISCHIEF,3304 Criminal Mischief.,2703,1,1,-80.0402734714646,40.4782614682453
213065700,19205408,10,2019-10-08T21:47:00,"100 Block Hazlett St Pittsburgh, PA 15214",Y,Northview Heights,1,SIMPLE ASSAULT,2701 Simple Assault.,2609,1,1,-80.0016475315907,40.4771220938325
213369784,19209025,5,2019-10-13T13:00:00,"200 Block Winston St Pittsburgh, PA 15207",N,Hazelwood,4,BURGLARY,3502 Burglary.,1515,5,3,-79.9414656076942,40.4047608456116
213373022,19209172,0,2019-10-13T20:00:00,"7000 Block Lemington Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,99,9999 9999 - (Misc. Incident): Custody Dispute/Violation,1203,9,2,-79.8981879623688,40.4713865299518
213378542,19209336,0,2019-10-14T01:39:00,"S 18th St Pittsburgh, PA 15203",Y,South Side Flats,3,99,13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use / 473.07 (a) Hours of Parks 0600-2300 hrs.,1702,3,3,-79.980783323106,40.4250169643556
213428399,19209694,17,2019-10-11T06:05:00,Zone 5,N,,5,SEXUAL ASSAULT,3124.1 Sexual Assault,,,,,
213441225,19209881,14,2019-10-14T18:59:00,"200 Block N Whitfield St Pittsburgh, PA 15206",N,East Liberty,5,CRIM MISCHIEF,3304 Criminal Mischief.,1115,,,0,0
213442661,19210017,14,2019-10-14T21:20:00,"7200 Block Kelly St Pittsburgh, PA 15208",N,Homewood South,5,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1303,9,2,-79.8969956274934,40.4555186499155
213445677,19204520,3,2019-10-07T19:17:00,"300 Block S Main St Pittsburgh, PA 15220",Y,Sheraden,6,ROBBERY,3701 Robbery. / 2705 Recklessly Endangering Another Person. / 6106 Firearms not to be Carried without a License.,2019,7,2,-79.9579476679689,40.4673830136992
213445685,19209706,3,2019-10-14T14:41:00,"300 Block S Main St Pittsburgh, PA 15220",Y,Sheraden,6,ROBBERY,3701 Robbery. / 2705 Recklessly Endangering Another Person. / 6106 Firearms not to be Carried without a License.,2019,7,2,-79.9579476679689,40.4673830136992
213442121,19209876,14,2019-10-14T18:34:00,"1600 Block Leolyn St Pittsburgh, PA 15210",N,Carrick,3,CRIM MISCHIEF,3304 Criminal Mischief.,2902,,,0,0
213604100,19211640,5,2019-10-17T00:45:00,"6300 Block Walnut St Pittsburgh, PA 15206",N,Shadyside,4,BURGLARY,3502 Burglary.,708,8,2,-79.9225137745483,40.4558786090915
213762217,19213366,99,2019-10-19T13:53:00,"1500 Block Woodbine St Pittsburgh, PA 15201",N,Stanton Heights,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1018,7,2,-79.9360865871327,40.4854735903511
213764667,19213484,99,2019-10-19T15:23:00,"100 Block Carver St Pittsburgh, PA 15206",N,Larimer,5,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),1208,,,0,0
213766396,19213535,9,2019-10-19T15:55:00,"300 Block Stanhope St Pittsburgh, PA 15204",N,Esplen,6,FORGERY,4101 Forgery. / 3922 Theft by Deception.,2017,2,5,-80.0560987994453,40.4636361509949
213767258,19213564,10,2019-10-19T17:30:00,"100 Block Stoebner Way Pittsburgh, PA 15206",N,Larimer,5,HARRASSMENT,2709(a) Harassment.,1204,,,0,0
213773183,19213740,99,2019-10-19T21:30:00,"Overlook Dr Pittsburgh, PA 15217",N,Squirrel Hill South,4,FOUND PROPERTY,9489 Found Property,1413,5,3,-79.9465478584898,40.4349096275899
213773925,19213729,99,2019-10-19T21:41:00,"2700 Block Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,ACCIDENTAL FIRE,9018 Accidental Fire,1609,3,3,-79.9674648324776,40.4262070384749
213774711,19213751,99,2019-10-19T22:00:00,"7100 Block Frankstown Ave Pittsburgh, PA 15208",N,Homewood South,5,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),1303,9,2,-79.8985004674126,40.4578978331942
213777029,19202580,3,2019-10-05T05:39:00,"1200 Block W Sycamore St Pittsburgh, PA 15211",Y,Duquesne Heights,3,ROBBERY,"3701 Robbery. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",1911,2,5,-80.0195253737354,40.4336556563199
213784103,19213983,99,2019-10-20T07:59:00,"100 Block Cape May Ave Pittsburgh, PA 15216",Y,Beechview,6,MENTAL 201/302,9498 302 (Mental),1920,4,5,-80.0178101240689,40.4084766853769
213794293,19214196,27,2019-10-20T15:45:00,"Highland Park Brg Ramp & Allegheny River Blvd Pittsburgh, PA 15206",N,Highland Park,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1106,,,0,0
213063708,19205332,5,2019-10-08T20:10:00,"2100 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,BURGLARY,3502 Burglary. / 2706 Terroristic Threats. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1609,3,3,-79.9760719669211,40.4283146103025
213066688,19205412,18,2019-10-08T22:10:00,"700 Block Berkshire Ave Pittsburgh, PA 15226",Y,Brookline,6,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 4906 False Reports to Law Enforcement Authorities.,1918,4,5,-80.0223900022563,40.3939876492849
213679408,19212395,18,2019-10-18T03:00:00,"1300 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 4303 General Lighting Requirements. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3334 Turning Movements and Required Signals.,1702,3,3,-79.9851784256069,40.4286149368858
213240557,19206773,15,2019-10-10T16:49:00,"Turrett St & Winslow St Pittsburgh, PA 15206",Y,Larimer,5,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License. / 13(a)(32) Paraphernalia - Use or Possession / 4303 General Lighting Requirements. / 13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use,1204,9,2,-79.9094837774843,40.4622642705993
-3251001859,19212719,99,2019-10-18T14:06:00,"1500 Block Termon Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2701,1,1,-80.0384466890689,40.4827514880319
213782975,19213984,3,2019-10-20T06:15:00,"500 Block Oakwood St Pittsburgh, PA 15221",N,East Hills,5,ROBBERY,3701 Robbery.,1306,9,2,-79.8840865574843,40.4491809229428
213875767,19215155,6,2019-10-21T21:20:00,"4700 Block Centre Ave Pittsburgh, PA 15213",N,Bloomfield,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,804,8,2,-79.9492807240444,40.4525592336086
213882694,19215307,27,2019-10-22T03:15:00,"4300 Block Foster St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,901,7,2,-79.9615630500698,40.4715524349536
213941938,19215693,14,2019-10-22T17:12:00,"5500 Block Centre Ave Pittsburgh, PA 15232",N,Shadyside,4,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,709,7,2,-79.9364623699551,40.4565877817342
212855665,19202675,0,2019-10-05T10:16:00,"1200 Block Orangewood Ave Pittsburgh, PA 15216",Y,Beechview,6,99,9999 9999 - (Misc. Incident): ,1916,4,5,-80.0180673590145,40.4149097996593
212861776,19202787,5,2019-10-05T13:06:00,"7300 Block Idlewild St Pittsburgh, PA 15208",N,Homewood North,5,BURGLARY,3502 Burglary.,1302,9,2,-79.8937841049223,40.4575042265969
212863352,19202847,6,2019-10-05T15:15:00,"300 Block 5th Ave Pittsburgh, PA 15222",Y,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 3503 Criminal Trespass,201,6,6,-80.0002903704474,40.4405261905043
212865329,19202860,0,2019-10-05T15:41:00,"6400 Block Centre Ave Pittsburgh, PA 15206",N,East Liberty,5,99,425.26 Miscellaneous,1113,,,0,0
212875543,19202606,27,2019-10-05T07:05:00,"Boggs Ave & W Warrington Ave Pittsburgh, PA 15226",N,Mount Washington,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3714 Careless Driving,1915,4,5,-80.0110955279751,40.4156174490716
212875740,19203213,23,2019-10-06T00:04:00,"600 Block Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,PUBLIC DRUNKENESS,5505 Public Drunkenness,2304,1,1,-80.0013495154314,40.4528425127738
213073972,19205452,10,2019-10-08T23:28:00,"3100 Block Chartiers Ave Pittsburgh, PA 15204",Y,Sheraden,6,SIMPLE ASSAULT,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 5505 Public Drunkenness / 5503 Disorderly Conduct.",2022,2,5,-80.0611043000205,40.4538722967083
213181335,19206272,5,2019-10-09T23:00:00,"6100 Block Walnut St Pittsburgh, PA 15206",N,Shadyside,4,BURGLARY,3502 Burglary.,706,8,2,-79.9241969301771,40.4545983780474
213157114,19206093,10,2019-10-09T18:15:00,"2900 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 3743 Accidents Involving Damage to Attended Veh. or Property,2904,4,3,-79.9769380273535,40.3823647433724
213254350,19206967,18,2019-10-10T21:08:00,"Atmore St & Marshall Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance,2704,1,1,-80.030295095756,40.4624539477557
213274723,19204282,0,2019-10-07T13:18:00,"600 Block Collins Ave Pittsburgh, PA 15206",Y,East Liberty,5,99,3334 Turning Movements and Required Signals.,1113,9,2,-79.918805443855,40.4668997257803
213278158,19206559,0,2019-10-10T11:53:00,"6600 Block Hamilton Ave Pittsburgh, PA 15206",Y,Larimer,5,99,1332 Display of Registration Plate.,1208,9,2,-79.9107607308275,40.457698841715
213454213,19210210,6,2019-10-14T20:30:00,"700 Block Bryn Mawr Rd Pittsburgh, PA 15219",N,Upper Hill,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,506,6,3,-79.9624932973535,40.4531998154067
213487914,19210414,6,2019-10-15T07:30:00,"400 Block Kathleen St Pittsburgh, PA 15211",N,Mount Washington,3,THEFT FROM AUTO,3934 Theft from Vehicle,1807,3,5,-80.001048429048,40.4254873362423
213302712,19207395,6,2019-10-11T13:20:00,"300 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-80.0002903704474,40.4405261905043
213333263,19208096,6,2019-10-12T10:24:00,"1000 Block Murray Hill Ave Pittsburgh, PA 15232",N,Squirrel Hill North,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1402,,,0,0
213335874,19208173,10,2019-10-12T12:30:00,"1200 Block Woods Run Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,2715,,,-79.8836651865202,40.4453528891864
213696799,19212607,99,2019-10-18T11:25:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,DRUG INVESTIGATION,9124 Drug Investigation,2108,6,1,-80.0219684615574,40.4512177173984
213598170,19211476,99,2019-10-16T19:32:00,"100 Block Sweeney Way Pittsburgh, PA 15219",N,Crawford-Roberts,2,ACCIDENTAL FIRE,9018 Accidental Fire,305,6,3,-79.9817338725839,40.4444035391465
213065017,19130665,17,2019-10-08T21:00:00,Zone 4,Y,,4,INDECENT ASSAULT OF PERSON UNDER 13,3126(a)(7) Indecent assault of person under 13,,,,,
213152813,19205183,0,2019-10-08T16:15:00,"5th Ave & Oakland Ave Pittsburgh, PA 15213",Y,West Oakland,4,99,3742 Accidents Involving Death or Personal Injury,402,3,3,-79.9578571871105,40.4422187659261
213153884,19206024,0,2019-10-09T16:30:00,"1700 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,3926.C1 THEFT OF SERVICES,1413,5,3,-79.9231547045145,40.4379249093786
213160524,19206110,13,2019-10-09T18:37:00,"Frankstown Ave & N Homewood Ave Pittsburgh, PA 15208",Y,Homewood North,5,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 5121 Escape. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3334 Turning Movements and Required Signals. / 1501 Drivers Required to be Licensed.,1302,9,2,-79.8963011488784,40.457404655664
213442154,19210014,29,2019-10-14T20:10:00,"100 Block Virginia Ave Pittsburgh, PA 15211",N,Mount Washington,3,RUNAWAYS - JUVENILE,029 Missing Juvenile,1914,2,5,-80.0073760146438,40.4294831107355
213500723,19210447,4,2019-10-15T13:13:00,"100 Block Eloise St Pittsburgh, PA 15212",Y,Central North Side,1,AGG-ASSAULT,2702 Aggravated Assault.,2206,1,1,-80.0078649917232,40.4558942110074
213532834,19210920,18,2019-10-16T01:14:00,"800 Block Brushton Ave Pittsburgh, PA 15221",Y,Homewood South,5,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession,1304,9,2,-79.8884409987312,40.4546298092284
213170336,19206279,5,2019-10-09T23:15:00,"5300 Block Fifth Ave Pittsburgh, PA 15232",N,Point Breeze,4,BURGLARY,3502 Burglary.,1404,8,3,-79.9347569099616,40.4479168948539
213170633,19203780,10,2019-10-06T18:40:00,"Cedar Ave & Lockhart St Pittsburgh, PA 15212",Y,East Hills,1,SIMPLE ASSAULT,2701 Simple Assault.,2204,1,1,-80.0013231503237,40.4521570639038
213290850,19207247,10,2019-10-10T15:30:00,"1300 Block Federal St N Pittsburgh, PA 15212",Y,Central North Side,1,TERRORISTIC THREATS,2706 Terroristic Threats.,2206,1,1,-80.0068764685454,40.4567394203933
213293544,19207260,14,2019-10-11T09:00:00,"Isabella St & Anderson St Pittsburgh, PA 15212",N,North Shore,1,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 3503 Criminal Trespass,2205,1,6,-80.0005063505348,40.4482264470994
213297518,19207317,27,2019-10-11T11:25:00,"1100 Block Sheffield St Pittsburgh, PA 15233",N,Manchester,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2107,6,1,-80.0212651754904,40.4542119808614
213309809,19207582,10,2019-10-09T17:00:00,"1200 Block Commercial St Pittsburgh, PA 15218",N,Swisshelm Park,4,TERRORISTIC THREATS,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2706 Terroristic Threats. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",1411,,,0,0
213331446,19208028,14,2019-10-12T07:30:00,"700 Block Clarissa St Pittsburgh, PA 15219",N,Upper Hill,2,CRIM MISCHIEF,3304 Criminal Mischief.,506,6,3,-79.9615039524958,40.4541797733822
213332001,19206654,0,2019-10-10T14:06:00,"5th Ave & Simonton St Pittsburgh, PA 15208",N,Point Breeze North,4,99,9999 9999 - (Misc. Incident): non reportable accident,1405,9,2,-79.9098313146684,40.456446957672
213345105,19208443,27,2019-10-12T20:01:00,"100 Block Belonda St Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1914,,,0,0
